response,rt,scenario_type,word_type,response_binary,participant_id
r,537.0999999642372,positive,threat,1,R_42Ga7yjlA5oLJCd
r,405.19999998807907,depression,threat,1,R_42Ga7yjlA5oLJCd
u,526.3999999761581,depression,benign,0,R_42Ga7yjlA5oLJCd
r,455.60000002384186,positive,benign,1,R_42Ga7yjlA5oLJCd
r,500.5999999642372,depression,threat,1,R_42Ga7yjlA5oLJCd
u,534.2999999523163,positive,benign,0,R_42Ga7yjlA5oLJCd
r,503.39999997615814,positive,benign,1,R_42Ga7yjlA5oLJCd
r,330.0999999642372,positive,threat,1,R_42Ga7yjlA5oLJCd
r,474.9000000357628,positive,benign,1,R_42Ga7yjlA5oLJCd
r,554.0999999642372,depression,benign,1,R_42Ga7yjlA5oLJCd
r,603.2999999523163,anxiety,threat,1,R_42Ga7yjlA5oLJCd
r,467.80000001192093,positive,benign,1,R_42Ga7yjlA5oLJCd
r,539.3999999761581,anxiety,benign,1,R_42Ga7yjlA5oLJCd
r,360.5999999642372,depression,threat,1,R_42Ga7yjlA5oLJCd
r,449.5,anxiety,threat,1,R_42Ga7yjlA5oLJCd
r,399.9000000357628,positive,threat,1,R_42Ga7yjlA5oLJCd
r,446.60000002384186,anxiety,threat,1,R_42Ga7yjlA5oLJCd
r,542.8000000119209,positive,threat,1,R_42Ga7yjlA5oLJCd
r,442.69999998807907,depression,benign,1,R_42Ga7yjlA5oLJCd
r,496.60000002384186,depression,benign,1,R_42Ga7yjlA5oLJCd
r,523.6999999880791,depression,benign,1,R_42Ga7yjlA5oLJCd
r,539.9000000357628,depression,threat,1,R_42Ga7yjlA5oLJCd
r,516.0,anxiety,threat,1,R_42Ga7yjlA5oLJCd
r,554.4000000357628,positive,benign,1,R_42Ga7yjlA5oLJCd
r,562.0999999642372,anxiety,benign,1,R_42Ga7yjlA5oLJCd
r,658.8999999761581,positive,threat,1,R_42Ga7yjlA5oLJCd
r,515.1999999880791,positive,threat,1,R_42Ga7yjlA5oLJCd
r,551.8000000119209,anxiety,benign,1,R_42Ga7yjlA5oLJCd
u,690.5999999642372,anxiety,benign,0,R_42Ga7yjlA5oLJCd
r,372.60000002384186,anxiety,threat,1,R_42Ga7yjlA5oLJCd
r,628.0,positive,benign,1,R_42Ga7yjlA5oLJCd
r,477.60000002384186,anxiety,benign,1,R_42Ga7yjlA5oLJCd
r,643.0,depression,threat,1,R_42Ga7yjlA5oLJCd
r,463.2999999523163,depression,benign,1,R_42Ga7yjlA5oLJCd
r,841.3000000119209,positive,threat,1,R_42Ga7yjlA5oLJCd
u,499.0,depression,threat,0,R_42Ga7yjlA5oLJCd
r,485.39999997615814,depression,threat,1,R_42Ga7yjlA5oLJCd
r,469.39999997615814,anxiety,threat,1,R_42Ga7yjlA5oLJCd
r,347.5,positive,benign,1,R_42Ga7yjlA5oLJCd
r,357.0999999642372,positive,threat,1,R_42Ga7yjlA5oLJCd
r,388.69999998807907,anxiety,benign,1,R_42Ga7yjlA5oLJCd
r,340.39999997615814,anxiety,threat,1,R_42Ga7yjlA5oLJCd
r,429.69999998807907,anxiety,threat,1,R_42Ga7yjlA5oLJCd
r,459.0,anxiety,benign,1,R_42Ga7yjlA5oLJCd
r,411.9000000357628,anxiety,threat,1,R_42Ga7yjlA5oLJCd
r,408.60000002384186,positive,benign,1,R_42Ga7yjlA5oLJCd
r,623.0,depression,benign,1,R_42Ga7yjlA5oLJCd
u,1461.2000000476837,depression,threat,0,R_42Ga7yjlA5oLJCd
r,466.5,depression,threat,1,R_42Ga7yjlA5oLJCd
r,575.0999999642372,anxiety,benign,1,R_42Ga7yjlA5oLJCd
r,757.7000000476837,anxiety,benign,1,R_42Ga7yjlA5oLJCd
r,410.80000001192093,depression,benign,1,R_42Ga7yjlA5oLJCd
r,317.69999998807907,depression,benign,1,R_42Ga7yjlA5oLJCd
r,171.80000001192093,positive,threat,1,R_42Ga7yjlA5oLJCd
r,1909.0,anxiety,benign,1,R_9j8Niq4DZA1y7Op
u,1783.0,anxiety,threat,0,R_9j8Niq4DZA1y7Op
r,1219.0,positive,benign,1,R_9j8Niq4DZA1y7Op
r,1131.0000000004657,depression,benign,1,R_9j8Niq4DZA1y7Op
u,1065.0,anxiety,threat,0,R_9j8Niq4DZA1y7Op
r,899.0,anxiety,benign,1,R_9j8Niq4DZA1y7Op
r,961.0,positive,benign,1,R_9j8Niq4DZA1y7Op
r,1023.0,positive,benign,1,R_9j8Niq4DZA1y7Op
u,1158.0,anxiety,benign,0,R_9j8Niq4DZA1y7Op
r,1021.0,anxiety,benign,1,R_9j8Niq4DZA1y7Op
r,704.0,positive,threat,1,R_9j8Niq4DZA1y7Op
r,931.0,depression,benign,1,R_9j8Niq4DZA1y7Op
r,559.0,positive,benign,1,R_9j8Niq4DZA1y7Op
r,775.0000000004657,positive,threat,1,R_9j8Niq4DZA1y7Op
u,1020.0,depression,benign,0,R_9j8Niq4DZA1y7Op
u,727.9999999995343,positive,threat,0,R_9j8Niq4DZA1y7Op
r,517.0,anxiety,threat,1,R_9j8Niq4DZA1y7Op
r,812.0,positive,threat,1,R_9j8Niq4DZA1y7Op
r,606.0,anxiety,threat,1,R_9j8Niq4DZA1y7Op
r,927.0,positive,benign,1,R_9j8Niq4DZA1y7Op
u,940.0,positive,threat,0,R_9j8Niq4DZA1y7Op
u,935.0,anxiety,threat,0,R_9j8Niq4DZA1y7Op
r,690.0000000004657,positive,benign,1,R_9j8Niq4DZA1y7Op
r,1897.0,depression,threat,1,R_9j8Niq4DZA1y7Op
u,1161.0,depression,benign,0,R_9j8Niq4DZA1y7Op
r,654.0,positive,benign,1,R_9j8Niq4DZA1y7Op
r,717.9999999995343,positive,threat,1,R_9j8Niq4DZA1y7Op
r,819.0,anxiety,benign,1,R_9j8Niq4DZA1y7Op
r,620.0,depression,threat,1,R_9j8Niq4DZA1y7Op
r,749.0,anxiety,benign,1,R_9j8Niq4DZA1y7Op
u,682.0,depression,threat,0,R_9j8Niq4DZA1y7Op
r,528.0,anxiety,threat,1,R_9j8Niq4DZA1y7Op
r,749.0,depression,benign,1,R_9j8Niq4DZA1y7Op
r,608.0,depression,benign,1,R_9j8Niq4DZA1y7Op
u,840.9999999995343,anxiety,threat,0,R_9j8Niq4DZA1y7Op
u,765.0,anxiety,threat,0,R_9j8Niq4DZA1y7Op
r,643.9999999995343,depression,threat,1,R_9j8Niq4DZA1y7Op
u,724.0,depression,benign,0,R_9j8Niq4DZA1y7Op
u,680.0,depression,threat,0,R_9j8Niq4DZA1y7Op
r,652.0000000004657,positive,threat,1,R_9j8Niq4DZA1y7Op
r,780.0,positive,benign,1,R_9j8Niq4DZA1y7Op
u,660.0,depression,threat,0,R_9j8Niq4DZA1y7Op
r,673.0,depression,threat,1,R_9j8Niq4DZA1y7Op
u,593.0,positive,threat,0,R_9j8Niq4DZA1y7Op
u,632.0,depression,threat,0,R_9j8Niq4DZA1y7Op
r,511.0,anxiety,benign,1,R_9j8Niq4DZA1y7Op
u,704.0,anxiety,benign,0,R_9j8Niq4DZA1y7Op
r,602.0000000004657,positive,benign,1,R_9j8Niq4DZA1y7Op
u,754.0,anxiety,benign,0,R_9j8Niq4DZA1y7Op
u,960.0,anxiety,threat,0,R_9j8Niq4DZA1y7Op
r,595.0,depression,benign,1,R_9j8Niq4DZA1y7Op
r,972.0000000004657,positive,threat,1,R_9j8Niq4DZA1y7Op
u,882.0,depression,benign,0,R_9j8Niq4DZA1y7Op
r,542.0,depression,threat,1,R_9j8Niq4DZA1y7Op
r,2737.10000000149,positive,benign,1,R_92Xn58Elv9fCbLJ
r,859.0999999996275,depression,threat,1,R_92Xn58Elv9fCbLJ
r,678.5,depression,benign,1,R_92Xn58Elv9fCbLJ
r,738.5,anxiety,benign,1,R_92Xn58Elv9fCbLJ
r,728.8000000007451,depression,threat,1,R_92Xn58Elv9fCbLJ
r,798.0999999996275,positive,threat,1,R_92Xn58Elv9fCbLJ
u,947.3000000007451,positive,benign,0,R_92Xn58Elv9fCbLJ
r,797.4000000003725,anxiety,benign,1,R_92Xn58Elv9fCbLJ
u,1020.6999999992549,depression,benign,0,R_92Xn58Elv9fCbLJ
r,839.4000000003725,anxiety,threat,1,R_92Xn58Elv9fCbLJ
r,1029.5999999996275,anxiety,threat,1,R_92Xn58Elv9fCbLJ
r,930.5,depression,threat,1,R_92Xn58Elv9fCbLJ
r,989.0,anxiety,benign,1,R_92Xn58Elv9fCbLJ
r,738.2999999988824,anxiety,benign,1,R_92Xn58Elv9fCbLJ
r,1038.5999999996275,anxiety,threat,1,R_92Xn58Elv9fCbLJ
r,399.0,depression,benign,1,R_92Xn58Elv9fCbLJ
r,248.0,depression,threat,1,R_92Xn58Elv9fCbLJ
r,189.2999999988824,depression,benign,1,R_92Xn58Elv9fCbLJ
r,100.80000000074506,positive,threat,1,R_92Xn58Elv9fCbLJ
r,89.0,depression,threat,1,R_92Xn58Elv9fCbLJ
r,128.2000000011176,positive,benign,1,R_92Xn58Elv9fCbLJ
r,118.89999999850988,depression,threat,1,R_92Xn58Elv9fCbLJ
r,119.59999999962747,depression,threat,1,R_92Xn58Elv9fCbLJ
r,155.69999999925494,anxiety,threat,1,R_92Xn58Elv9fCbLJ
r,127.90000000037253,depression,benign,1,R_92Xn58Elv9fCbLJ
r,98.89999999850988,positive,threat,1,R_92Xn58Elv9fCbLJ
r,168.39999999850988,positive,benign,1,R_92Xn58Elv9fCbLJ
r,109.90000000037253,depression,benign,1,R_92Xn58Elv9fCbLJ
r,37.80000000074506,positive,threat,1,R_92Xn58Elv9fCbLJ
r,38.20000000111759,depression,threat,1,R_92Xn58Elv9fCbLJ
r,98.40000000037253,anxiety,benign,1,R_92Xn58Elv9fCbLJ
r,460.2999999988824,positive,threat,1,R_92Xn58Elv9fCbLJ
r,111.5,anxiety,threat,1,R_92Xn58Elv9fCbLJ
r,9.400000000372529,positive,benign,1,R_92Xn58Elv9fCbLJ
r,49.90000000037253,depression,benign,1,R_92Xn58Elv9fCbLJ
r,110.5,anxiety,benign,1,R_92Xn58Elv9fCbLJ
r,127.90000000037253,positive,threat,1,R_92Xn58Elv9fCbLJ
r,96.90000000037253,anxiety,benign,1,R_92Xn58Elv9fCbLJ
r,88.59999999962747,positive,threat,1,R_92Xn58Elv9fCbLJ
r,99.0,depression,benign,1,R_92Xn58Elv9fCbLJ
r,89.30000000074506,positive,threat,1,R_92Xn58Elv9fCbLJ
r,58.69999999925494,anxiety,benign,1,R_92Xn58Elv9fCbLJ
r,18.40000000037253,anxiety,threat,1,R_92Xn58Elv9fCbLJ
r,369.59999999962747,positive,benign,1,R_92Xn58Elv9fCbLJ
r,78.79999999888241,anxiety,benign,1,R_92Xn58Elv9fCbLJ
r,100.09999999962747,depression,benign,1,R_92Xn58Elv9fCbLJ
r,58.90000000037253,positive,threat,1,R_92Xn58Elv9fCbLJ
r,379.0,positive,benign,1,R_92Xn58Elv9fCbLJ
r,669.7000000011176,positive,benign,1,R_92Xn58Elv9fCbLJ
r,477.09999999962747,anxiety,threat,1,R_92Xn58Elv9fCbLJ
r,217.7999999988824,depression,threat,1,R_92Xn58Elv9fCbLJ
r,78.0,positive,benign,1,R_92Xn58Elv9fCbLJ
r,28.200000001117587,anxiety,threat,1,R_92Xn58Elv9fCbLJ
r,38.30000000074506,anxiety,threat,1,R_92Xn58Elv9fCbLJ
r,107.10000014305115,depression,benign,1,R_4pWgwYKsPFaTWcp
r,542.3999998569489,anxiety,threat,1,R_4pWgwYKsPFaTWcp
r,660.0999999046326,anxiety,benign,1,R_4pWgwYKsPFaTWcp
r,405.2999999523163,positive,threat,1,R_4pWgwYKsPFaTWcp
r,98.79999995231628,depression,benign,1,R_4pWgwYKsPFaTWcp
r,102.20000004768372,anxiety,benign,1,R_4pWgwYKsPFaTWcp
r,1867.9000000953674,positive,benign,1,R_4pWgwYKsPFaTWcp
u,102.5,anxiety,benign,0,R_4pWgwYKsPFaTWcp
u,58.700000047683716,depression,threat,0,R_4pWgwYKsPFaTWcp
u,184.59999990463257,positive,benign,0,R_4pWgwYKsPFaTWcp
u,40.700000047683716,anxiety,benign,0,R_4pWgwYKsPFaTWcp
u,26.699999809265137,positive,threat,0,R_4pWgwYKsPFaTWcp
u,23.299999952316284,depression,benign,0,R_4pWgwYKsPFaTWcp
r,550.2000000476837,anxiety,threat,1,R_4pWgwYKsPFaTWcp
r,342.09999990463257,positive,threat,1,R_4pWgwYKsPFaTWcp
r,423.40000009536743,positive,benign,1,R_4pWgwYKsPFaTWcp
r,1587.2000000476837,depression,benign,1,R_4pWgwYKsPFaTWcp
r,136.40000009536743,positive,benign,1,R_4pWgwYKsPFaTWcp
r,88.30000019073486,anxiety,benign,1,R_4pWgwYKsPFaTWcp
r,146.90000009536743,anxiety,benign,1,R_4pWgwYKsPFaTWcp
u,154.10000014305115,depression,threat,0,R_4pWgwYKsPFaTWcp
r,141.29999995231628,positive,benign,1,R_4pWgwYKsPFaTWcp
u,164.09999990463257,depression,threat,0,R_4pWgwYKsPFaTWcp
r,960.7000000476837,anxiety,threat,1,R_4pWgwYKsPFaTWcp
u,530.4000000953674,anxiety,threat,0,R_4pWgwYKsPFaTWcp
u,171.70000004768372,positive,benign,0,R_4pWgwYKsPFaTWcp
u,111.59999990463257,positive,benign,0,R_4pWgwYKsPFaTWcp
u,146.09999990463257,positive,threat,0,R_4pWgwYKsPFaTWcp
u,122.60000014305115,anxiety,threat,0,R_4pWgwYKsPFaTWcp
u,207.10000014305115,positive,threat,0,R_4pWgwYKsPFaTWcp
r,115.19999980926514,anxiety,benign,1,R_4pWgwYKsPFaTWcp
r,122.59999990463257,depression,benign,1,R_4pWgwYKsPFaTWcp
r,118.0,anxiety,threat,1,R_4pWgwYKsPFaTWcp
r,51.89999985694885,positive,threat,1,R_4pWgwYKsPFaTWcp
r,35.0,depression,threat,1,R_4pWgwYKsPFaTWcp
r,129.79999995231628,anxiety,threat,1,R_4pWgwYKsPFaTWcp
r,53.69999980926514,positive,threat,1,R_4pWgwYKsPFaTWcp
r,3579.2000000476837,depression,threat,1,R_4pWgwYKsPFaTWcp
r,92.20000004768372,depression,benign,1,R_4pWgwYKsPFaTWcp
r,99.70000004768372,depression,benign,1,R_4pWgwYKsPFaTWcp
r,52.799999952316284,depression,threat,1,R_4pWgwYKsPFaTWcp
r,34.0,positive,threat,1,R_4pWgwYKsPFaTWcp
r,128.5,depression,benign,1,R_4pWgwYKsPFaTWcp
r,62.700000047683716,depression,benign,1,R_4pWgwYKsPFaTWcp
u,95.20000004768372,anxiety,benign,0,R_4pWgwYKsPFaTWcp
u,149.90000009536743,depression,threat,0,R_4pWgwYKsPFaTWcp
u,107.0,anxiety,threat,0,R_4pWgwYKsPFaTWcp
u,124.10000014305115,positive,benign,0,R_4pWgwYKsPFaTWcp
u,65.79999995231628,positive,benign,0,R_4pWgwYKsPFaTWcp
u,97.79999995231628,positive,threat,0,R_4pWgwYKsPFaTWcp
u,124.30000019073486,anxiety,threat,0,R_4pWgwYKsPFaTWcp
u,122.5,anxiety,benign,0,R_4pWgwYKsPFaTWcp
u,150.30000019073486,depression,threat,0,R_4pWgwYKsPFaTWcp
u,91.90000009536743,depression,threat,0,R_4pWgwYKsPFaTWcp
u,818.0,depression,benign,0,R_4ELN7Q0714WIXDZ
u,681.2999999523163,depression,threat,0,R_4ELN7Q0714WIXDZ
r,710.0,anxiety,benign,1,R_4ELN7Q0714WIXDZ
u,892.7999999523163,positive,benign,0,R_4ELN7Q0714WIXDZ
u,765.2999999523163,positive,benign,0,R_4ELN7Q0714WIXDZ
r,556.1000001430511,anxiety,benign,1,R_4ELN7Q0714WIXDZ
u,1107.7000000476837,depression,threat,0,R_4ELN7Q0714WIXDZ
r,2258.5,depression,benign,1,R_4ELN7Q0714WIXDZ
r,1348.7999999523163,anxiety,benign,1,R_4ELN7Q0714WIXDZ
r,1719.8999998569489,positive,benign,1,R_4ELN7Q0714WIXDZ
r,862.9000000953674,anxiety,threat,1,R_4ELN7Q0714WIXDZ
u,1368.9000000953674,anxiety,threat,0,R_4ELN7Q0714WIXDZ
r,1269.7999999523163,positive,benign,1,R_4ELN7Q0714WIXDZ
u,766.5,anxiety,threat,0,R_4ELN7Q0714WIXDZ
r,1903.2000000476837,positive,threat,1,R_4ELN7Q0714WIXDZ
r,1069.0,positive,benign,1,R_4ELN7Q0714WIXDZ
u,1004.5,depression,benign,0,R_4ELN7Q0714WIXDZ
r,1419.2999999523163,positive,threat,1,R_4ELN7Q0714WIXDZ
r,1761.5999999046326,positive,threat,1,R_4ELN7Q0714WIXDZ
r,581.1000001430511,depression,benign,1,R_4ELN7Q0714WIXDZ
r,1057.5999999046326,anxiety,benign,1,R_4ELN7Q0714WIXDZ
r,806.7999999523163,anxiety,benign,1,R_4ELN7Q0714WIXDZ
r,972.0999999046326,anxiety,threat,1,R_4ELN7Q0714WIXDZ
u,2207.4000000953674,positive,threat,0,R_4ELN7Q0714WIXDZ
r,491.09999990463257,depression,benign,1,R_4ELN7Q0714WIXDZ
r,695.2999999523163,anxiety,benign,1,R_4ELN7Q0714WIXDZ
r,567.5,positive,threat,1,R_4ELN7Q0714WIXDZ
r,638.9000000953674,depression,benign,1,R_4ELN7Q0714WIXDZ
r,429.7999999523163,anxiety,benign,1,R_4ELN7Q0714WIXDZ
u,1500.5,anxiety,threat,0,R_4ELN7Q0714WIXDZ
r,2339.9000000953674,anxiety,threat,1,R_4ELN7Q0714WIXDZ
r,1093.4000000953674,depression,threat,1,R_4ELN7Q0714WIXDZ
r,1104.1999998092651,anxiety,threat,1,R_4ELN7Q0714WIXDZ
r,564.5999999046326,depression,benign,1,R_4ELN7Q0714WIXDZ
r,586.2999999523163,positive,threat,1,R_4ELN7Q0714WIXDZ
u,659.7000000476837,depression,threat,0,R_4ELN7Q0714WIXDZ
r,1248.5,positive,threat,1,R_4ELN7Q0714WIXDZ
r,1160.0,depression,threat,1,R_4ELN7Q0714WIXDZ
r,569.0,depression,threat,1,R_4ELN7Q0714WIXDZ
r,916.0999999046326,depression,benign,1,R_4ELN7Q0714WIXDZ
r,801.5999999046326,depression,threat,1,R_4ELN7Q0714WIXDZ
u,375.89999985694885,positive,benign,0,R_4ELN7Q0714WIXDZ
r,527.4000000953674,anxiety,benign,1,R_4ELN7Q0714WIXDZ
u,555.3000001907349,anxiety,threat,0,R_4ELN7Q0714WIXDZ
r,381.7999999523163,positive,threat,1,R_4ELN7Q0714WIXDZ
u,251.20000004768372,anxiety,threat,0,R_4ELN7Q0714WIXDZ
r,305.2000000476837,depression,threat,1,R_4ELN7Q0714WIXDZ
u,309.5,positive,benign,0,R_4ELN7Q0714WIXDZ
r,217.89999985694885,positive,threat,1,R_4ELN7Q0714WIXDZ
u,291.0,depression,threat,0,R_4ELN7Q0714WIXDZ
r,342.39999985694885,depression,benign,1,R_4ELN7Q0714WIXDZ
u,275.19999980926514,positive,benign,0,R_4ELN7Q0714WIXDZ
r,319.69999980926514,positive,benign,1,R_4ELN7Q0714WIXDZ
u,1386.7000000029802,anxiety,threat,0,R_9fPoQx2VAiJtvot
u,1398.4000000059605,anxiety,threat,0,R_9fPoQx2VAiJtvot
r,1277.2000000029802,positive,threat,1,R_9fPoQx2VAiJtvot
r,910.7000000029802,depression,benign,1,R_9fPoQx2VAiJtvot
u,1706.5999999940395,anxiety,threat,0,R_9fPoQx2VAiJtvot
u,904.5,anxiety,threat,0,R_9fPoQx2VAiJtvot
r,1175.4000000059605,depression,benign,1,R_9fPoQx2VAiJtvot
u,1226.5,anxiety,threat,0,R_9fPoQx2VAiJtvot
u,1242.0999999940395,anxiety,threat,0,R_9fPoQx2VAiJtvot
u,1206.0,positive,threat,0,R_9fPoQx2VAiJtvot
r,1366.2999999970198,depression,benign,1,R_9fPoQx2VAiJtvot
u,1643.5,positive,benign,0,R_9fPoQx2VAiJtvot
u,1345.0,depression,threat,0,R_9fPoQx2VAiJtvot
r,827.8999999910593,anxiety,benign,1,R_9fPoQx2VAiJtvot
r,841.8000000119209,depression,benign,1,R_9fPoQx2VAiJtvot
u,816.2999999970198,depression,threat,0,R_9fPoQx2VAiJtvot
r,2289.2000000029802,anxiety,threat,1,R_9fPoQx2VAiJtvot
r,1293.0,positive,benign,1,R_9fPoQx2VAiJtvot
r,1502.7999999970198,depression,threat,1,R_9fPoQx2VAiJtvot
r,1312.2999999970198,anxiety,benign,1,R_9fPoQx2VAiJtvot
r,1114.6000000089407,depression,benign,1,R_9fPoQx2VAiJtvot
u,1083.1000000089407,depression,threat,0,R_9fPoQx2VAiJtvot
r,782.8000000119209,anxiety,benign,1,R_9fPoQx2VAiJtvot
r,856.0999999940395,positive,benign,1,R_9fPoQx2VAiJtvot
r,1085.300000011921,depression,benign,1,R_9fPoQx2VAiJtvot
r,804.7000000029802,positive,benign,1,R_9fPoQx2VAiJtvot
r,730.9000000059605,anxiety,benign,1,R_9fPoQx2VAiJtvot
r,695.0,positive,threat,1,R_9fPoQx2VAiJtvot
r,761.5,anxiety,benign,1,R_9fPoQx2VAiJtvot
r,659.7000000029802,depression,benign,1,R_9fPoQx2VAiJtvot
r,581.0,anxiety,benign,1,R_9fPoQx2VAiJtvot
u,918.7000000029802,depression,threat,0,R_9fPoQx2VAiJtvot
r,856.0,depression,benign,1,R_9fPoQx2VAiJtvot
r,843.5999999940395,positive,benign,1,R_9fPoQx2VAiJtvot
u,1127.6000000089407,positive,benign,0,R_9fPoQx2VAiJtvot
r,1413.3999999910593,anxiety,benign,1,R_9fPoQx2VAiJtvot
u,1095.9000000059605,depression,threat,0,R_9fPoQx2VAiJtvot
u,1224.9000000059605,anxiety,threat,0,R_9fPoQx2VAiJtvot
u,787.3999999910593,positive,threat,0,R_9fPoQx2VAiJtvot
u,1178.0999999940395,positive,threat,0,R_9fPoQx2VAiJtvot
r,1298.6000000089407,positive,threat,1,R_9fPoQx2VAiJtvot
r,741.9000000059605,positive,benign,1,R_9fPoQx2VAiJtvot
r,917.1999999880791,positive,threat,1,R_9fPoQx2VAiJtvot
u,1209.3999999910593,anxiety,threat,0,R_9fPoQx2VAiJtvot
r,1311.4000000059605,positive,threat,1,R_9fPoQx2VAiJtvot
r,834.6000000089407,positive,threat,1,R_9fPoQx2VAiJtvot
r,749.8999999910593,positive,benign,1,R_9fPoQx2VAiJtvot
r,818.2000000029802,positive,benign,1,R_9fPoQx2VAiJtvot
u,1006.2000000029802,depression,threat,0,R_9fPoQx2VAiJtvot
r,1081.2000000029802,anxiety,benign,1,R_9fPoQx2VAiJtvot
r,604.2000000029802,anxiety,benign,1,R_9fPoQx2VAiJtvot
u,755.8000000119209,depression,threat,0,R_9fPoQx2VAiJtvot
r,881.2000000029802,depression,threat,1,R_9fPoQx2VAiJtvot
r,1251.0,depression,benign,1,R_4EEZWAH8SF10F8e
r,1040.0,anxiety,threat,1,R_4EEZWAH8SF10F8e
r,1527.0,depression,threat,1,R_4EEZWAH8SF10F8e
u,2336.0000000004657,depression,benign,0,R_4EEZWAH8SF10F8e
r,2216.0,depression,benign,1,R_4EEZWAH8SF10F8e
r,1235.0,positive,benign,1,R_4EEZWAH8SF10F8e
r,1392.0,depression,threat,1,R_4EEZWAH8SF10F8e
r,1647.0,positive,benign,1,R_4EEZWAH8SF10F8e
r,900.0,positive,threat,1,R_4EEZWAH8SF10F8e
r,1077.0,positive,threat,1,R_4EEZWAH8SF10F8e
u,1619.0000000004657,depression,threat,0,R_4EEZWAH8SF10F8e
r,1085.9999999995343,anxiety,threat,1,R_4EEZWAH8SF10F8e
r,1042.0,positive,threat,1,R_4EEZWAH8SF10F8e
u,1219.0,anxiety,benign,0,R_4EEZWAH8SF10F8e
r,869.0,depression,threat,1,R_4EEZWAH8SF10F8e
r,971.0,anxiety,threat,1,R_4EEZWAH8SF10F8e
r,1254.0,anxiety,threat,1,R_4EEZWAH8SF10F8e
r,1286.0000000004657,depression,threat,1,R_4EEZWAH8SF10F8e
r,915.0,depression,benign,1,R_4EEZWAH8SF10F8e
r,1825.0,depression,benign,1,R_4EEZWAH8SF10F8e
r,1213.0,anxiety,benign,1,R_4EEZWAH8SF10F8e
r,1497.0,anxiety,threat,1,R_4EEZWAH8SF10F8e
r,1157.0,depression,benign,1,R_4EEZWAH8SF10F8e
r,1463.0,positive,threat,1,R_4EEZWAH8SF10F8e
r,1250.0,positive,threat,1,R_4EEZWAH8SF10F8e
r,940.0,anxiety,benign,1,R_4EEZWAH8SF10F8e
r,847.0,positive,benign,1,R_4EEZWAH8SF10F8e
r,1061.0,positive,threat,1,R_4EEZWAH8SF10F8e
r,1113.0,depression,threat,1,R_4EEZWAH8SF10F8e
r,1506.0000000004657,depression,threat,1,R_4EEZWAH8SF10F8e
r,950.0,anxiety,benign,1,R_4EEZWAH8SF10F8e
r,1253.0,depression,threat,1,R_4EEZWAH8SF10F8e
r,1131.0,anxiety,threat,1,R_4EEZWAH8SF10F8e
r,755.0,anxiety,benign,1,R_4EEZWAH8SF10F8e
u,1318.0,positive,benign,0,R_4EEZWAH8SF10F8e
r,1250.9999999995343,anxiety,benign,1,R_4EEZWAH8SF10F8e
r,643.0,positive,threat,1,R_4EEZWAH8SF10F8e
r,832.0,anxiety,benign,1,R_4EEZWAH8SF10F8e
r,780.0,positive,benign,1,R_4EEZWAH8SF10F8e
r,1107.0,positive,benign,1,R_4EEZWAH8SF10F8e
r,1153.0,anxiety,benign,1,R_4EEZWAH8SF10F8e
r,612.9999999995343,positive,threat,1,R_4EEZWAH8SF10F8e
r,1153.0,depression,benign,1,R_4EEZWAH8SF10F8e
r,1519.0,positive,benign,1,R_4EEZWAH8SF10F8e
r,1327.0,anxiety,threat,1,R_4EEZWAH8SF10F8e
r,1337.0,depression,benign,1,R_4EEZWAH8SF10F8e
r,947.0,positive,benign,1,R_4EEZWAH8SF10F8e
r,1444.9999999995343,depression,benign,1,R_4EEZWAH8SF10F8e
r,844.0,positive,benign,1,R_4EEZWAH8SF10F8e
r,1204.0,anxiety,benign,1,R_4EEZWAH8SF10F8e
r,890.0,positive,threat,1,R_4EEZWAH8SF10F8e
r,945.9999999995343,anxiety,threat,1,R_4EEZWAH8SF10F8e
r,1190.0,anxiety,threat,1,R_4EEZWAH8SF10F8e
r,1118.0,depression,threat,1,R_4EEZWAH8SF10F8e
r,1045.8999999761581,anxiety,threat,1,R_4AKE20ENCrCGxUl
r,889.2000000476837,depression,threat,1,R_4AKE20ENCrCGxUl
r,526.9000000357628,anxiety,threat,1,R_4AKE20ENCrCGxUl
r,848.8999999761581,depression,benign,1,R_4AKE20ENCrCGxUl
u,872.6000000238419,anxiety,benign,0,R_4AKE20ENCrCGxUl
r,928.8999999761581,positive,threat,1,R_4AKE20ENCrCGxUl
r,635.4000000357628,depression,benign,1,R_4AKE20ENCrCGxUl
u,1118.5999999642372,anxiety,threat,0,R_4AKE20ENCrCGxUl
r,1030.5999999642372,anxiety,benign,1,R_4AKE20ENCrCGxUl
u,2536.099999964237,depression,benign,0,R_4AKE20ENCrCGxUl
u,2073.300000011921,anxiety,threat,0,R_4AKE20ENCrCGxUl
r,767.1999999880791,depression,benign,1,R_4AKE20ENCrCGxUl
u,776.8999999761581,anxiety,benign,0,R_4AKE20ENCrCGxUl
u,1474.3999999761581,positive,threat,0,R_4AKE20ENCrCGxUl
r,889.1999999880791,positive,threat,1,R_4AKE20ENCrCGxUl
u,1895.7000000476837,anxiety,threat,0,R_4AKE20ENCrCGxUl
u,924.5999999642372,depression,threat,0,R_4AKE20ENCrCGxUl
r,591.8999999761581,anxiety,threat,1,R_4AKE20ENCrCGxUl
r,1083.300000011921,positive,benign,1,R_4AKE20ENCrCGxUl
u,617.8999999761581,anxiety,benign,0,R_4AKE20ENCrCGxUl
