response,rt,scenario_type,word_type,response_binary,participant_id
r,586.4000000953674,anxiety,benign,1,R_4GCVAoEofofJmxX
u,1173.8000001907349,depression,threat,0,R_4GCVAoEofofJmxX
u,1386.5,positive,benign,0,R_4GCVAoEofofJmxX
r,1256.6999998092651,positive,threat,1,R_4GCVAoEofofJmxX
r,928.3000001907349,positive,threat,1,R_4GCVAoEofofJmxX
r,1262.2999997138977,anxiety,threat,1,R_4GCVAoEofofJmxX
r,772.0,depression,benign,1,R_4GCVAoEofofJmxX
u,2050.5999999046326,depression,threat,0,R_4GCVAoEofofJmxX
r,754.7000002861023,depression,benign,1,R_4GCVAoEofofJmxX
u,724.0,positive,benign,0,R_4GCVAoEofofJmxX
r,1211.1000003814697,anxiety,threat,1,R_4GCVAoEofofJmxX
u,645.7000002861023,depression,benign,0,R_4GCVAoEofofJmxX
r,1023.3000001907349,anxiety,threat,1,R_4GCVAoEofofJmxX
u,1069.9000000953674,positive,threat,0,R_4GCVAoEofofJmxX
u,1164.3000001907349,depression,benign,0,R_4GCVAoEofofJmxX
r,900.4000000953674,depression,threat,1,R_4GCVAoEofofJmxX
r,1173.7000002861023,anxiety,benign,1,R_4GCVAoEofofJmxX
r,694.5,depression,threat,1,R_4GCVAoEofofJmxX
u,1055.4000000953674,anxiety,threat,0,R_4GCVAoEofofJmxX
u,761.0999999046326,anxiety,benign,0,R_4GCVAoEofofJmxX
u,842.7999997138977,positive,benign,0,R_4GCVAoEofofJmxX
u,664.7999997138977,depression,threat,0,R_4GCVAoEofofJmxX
r,512.1999998092651,positive,benign,1,R_4GCVAoEofofJmxX
r,736.8999996185303,anxiety,benign,1,R_4GCVAoEofofJmxX
u,715.5,anxiety,threat,0,R_4GCVAoEofofJmxX
r,616.3999996185303,anxiety,benign,1,R_4GCVAoEofofJmxX
u,1130.5999999046326,depression,benign,0,R_4GCVAoEofofJmxX
r,822.9000000953674,anxiety,threat,1,R_4GCVAoEofofJmxX
u,574.0,depression,threat,0,R_4GCVAoEofofJmxX
r,1014.3000001907349,depression,threat,1,R_4GCVAoEofofJmxX
r,2036.8000001907349,positive,threat,1,R_4GCVAoEofofJmxX
r,1399.0,anxiety,benign,1,R_4dtvPF6tKUsY2Dr
r,1945.0000000002328,depression,benign,1,R_4dtvPF6tKUsY2Dr
u,1529.0,positive,benign,0,R_4dtvPF6tKUsY2Dr
u,1952.0,positive,benign,0,R_4dtvPF6tKUsY2Dr
r,1054.0,positive,threat,1,R_4dtvPF6tKUsY2Dr
r,1250.0,positive,benign,1,R_4dtvPF6tKUsY2Dr
r,1086.0,anxiety,threat,1,R_4dtvPF6tKUsY2Dr
r,695.9999999997672,depression,benign,1,R_4dtvPF6tKUsY2Dr
r,856.0,anxiety,benign,1,R_4dtvPF6tKUsY2Dr
u,1718.0,anxiety,threat,0,R_4dtvPF6tKUsY2Dr
r,1085.0,anxiety,threat,1,R_4dtvPF6tKUsY2Dr
u,937.0,anxiety,threat,0,R_4dtvPF6tKUsY2Dr
u,1030.0,depression,threat,0,R_4dtvPF6tKUsY2Dr
r,1523.0,anxiety,threat,1,R_4dtvPF6tKUsY2Dr
r,1158.0,positive,threat,1,R_4dtvPF6tKUsY2Dr
r,1583.0,positive,benign,1,R_4dtvPF6tKUsY2Dr
r,1143.0,anxiety,threat,1,R_4dtvPF6tKUsY2Dr
u,1169.0000000002328,depression,threat,0,R_4dtvPF6tKUsY2Dr
u,693.0000000002328,depression,benign,0,R_4dtvPF6tKUsY2Dr
r,1124.0,depression,threat,1,R_4dtvPF6tKUsY2Dr
r,1292.0,depression,benign,1,R_4dtvPF6tKUsY2Dr
r,1456.0,depression,threat,1,R_4dtvPF6tKUsY2Dr
u,1204.9999999997672,anxiety,benign,0,R_4dtvPF6tKUsY2Dr
u,1127.0,positive,threat,0,R_4dtvPF6tKUsY2Dr
r,940.0,anxiety,threat,1,R_4dtvPF6tKUsY2Dr
r,489.00000000023283,positive,threat,1,R_4dtvPF6tKUsY2Dr
r,727.0,anxiety,benign,1,R_4dtvPF6tKUsY2Dr
u,1681.0,positive,threat,0,R_4dtvPF6tKUsY2Dr
r,1180.0,positive,threat,1,R_4dtvPF6tKUsY2Dr
r,986.0000000002328,anxiety,benign,1,R_4dtvPF6tKUsY2Dr
r,365.0,positive,threat,1,R_4dtvPF6tKUsY2Dr
r,1867.0,positive,benign,1,R_4dtvPF6tKUsY2Dr
u,1608.0,depression,benign,0,R_4dtvPF6tKUsY2Dr
r,1152.0,positive,benign,1,R_4dtvPF6tKUsY2Dr
u,699.0000000002328,anxiety,benign,0,R_4dtvPF6tKUsY2Dr
r,842.0,depression,benign,1,R_4dtvPF6tKUsY2Dr
r,418.00000000023283,depression,threat,1,R_4dtvPF6tKUsY2Dr
u,740.0,positive,benign,0,R_4dtvPF6tKUsY2Dr
r,1147.9999999997672,depression,benign,1,R_4dtvPF6tKUsY2Dr
r,2065.0,anxiety,threat,1,R_4dtvPF6tKUsY2Dr
r,694.9999999997672,depression,benign,1,R_4dtvPF6tKUsY2Dr
r,1069.0,anxiety,threat,1,R_4dtvPF6tKUsY2Dr
r,1097.0,depression,threat,1,R_4dtvPF6tKUsY2Dr
r,1640.0,depression,threat,1,R_4dtvPF6tKUsY2Dr
r,567.0,positive,benign,1,R_4dtvPF6tKUsY2Dr
u,788.0,depression,benign,0,R_4dtvPF6tKUsY2Dr
u,768.0000000002328,positive,benign,0,R_4dtvPF6tKUsY2Dr
r,1114.0,depression,threat,1,R_4dtvPF6tKUsY2Dr
r,590.0,positive,threat,1,R_4dtvPF6tKUsY2Dr
r,1052.0,positive,threat,1,R_4dtvPF6tKUsY2Dr
u,1037.0,depression,threat,0,R_4dtvPF6tKUsY2Dr
r,350.0,anxiety,benign,1,R_4dtvPF6tKUsY2Dr
r,585.0,anxiety,benign,1,R_4dtvPF6tKUsY2Dr
u,1485.0,positive,benign,0,R_9bTZgIxUTHOBB65
r,2745.999999999767,anxiety,benign,1,R_9bTZgIxUTHOBB65
r,1189.0,positive,benign,1,R_9bTZgIxUTHOBB65
r,2530.0,depression,benign,1,R_9bTZgIxUTHOBB65
r,1968.0,anxiety,threat,1,R_9bTZgIxUTHOBB65
r,2064.0,anxiety,benign,1,R_9bTZgIxUTHOBB65
r,1364.0000000002328,anxiety,threat,1,R_9bTZgIxUTHOBB65
u,2636.0,depression,threat,0,R_9bTZgIxUTHOBB65
r,1066.9999999997672,depression,benign,1,R_9bTZgIxUTHOBB65
r,756.0,anxiety,benign,1,R_9bTZgIxUTHOBB65
r,1043.0,positive,threat,1,R_9bTZgIxUTHOBB65
r,793.0,anxiety,benign,1,R_9bTZgIxUTHOBB65
r,1387.0,depression,benign,1,R_9bTZgIxUTHOBB65
u,737.0000000002328,depression,threat,0,R_9bTZgIxUTHOBB65
r,1467.9999999997672,positive,benign,1,R_9bTZgIxUTHOBB65
u,799.0,depression,threat,0,R_9bTZgIxUTHOBB65
r,1812.0,depression,benign,1,R_9bTZgIxUTHOBB65
r,1074.0000000002328,anxiety,threat,1,R_9bTZgIxUTHOBB65
u,2679.000000000233,depression,threat,0,R_9bTZgIxUTHOBB65
r,573.9999999997672,depression,benign,1,R_9bTZgIxUTHOBB65
r,895.0000000002328,positive,threat,1,R_9bTZgIxUTHOBB65
r,865.0,positive,threat,1,R_9bTZgIxUTHOBB65
u,1705.0,anxiety,threat,0,R_9bTZgIxUTHOBB65
r,1086.0,positive,threat,1,R_9bTZgIxUTHOBB65
u,2619.0,anxiety,threat,0,R_9bTZgIxUTHOBB65
r,1108.0,positive,benign,1,R_9bTZgIxUTHOBB65
r,544.0000000002328,depression,benign,1,R_9bTZgIxUTHOBB65
r,1562.0,anxiety,threat,1,R_9bTZgIxUTHOBB65
r,681.0,depression,benign,1,R_9bTZgIxUTHOBB65
u,1900.9999999997672,positive,threat,0,R_9bTZgIxUTHOBB65
r,812.0000000002328,positive,benign,1,R_9bTZgIxUTHOBB65
r,1229.0,depression,threat,1,R_9bTZgIxUTHOBB65
u,1280.0,depression,threat,0,R_9bTZgIxUTHOBB65
r,1465.0,positive,benign,1,R_9bTZgIxUTHOBB65
r,1239.0,anxiety,threat,1,R_9bTZgIxUTHOBB65
r,1733.0,positive,benign,1,R_9bTZgIxUTHOBB65
u,1409.0,positive,benign,0,R_9bTZgIxUTHOBB65
r,903.0,depression,threat,1,R_9bTZgIxUTHOBB65
r,911.0000000002328,positive,threat,1,R_9bTZgIxUTHOBB65
u,1397.0,depression,threat,0,R_9bTZgIxUTHOBB65
u,856.0,positive,threat,0,R_9bTZgIxUTHOBB65
r,2969.0,anxiety,benign,1,R_9bTZgIxUTHOBB65
r,796.0,anxiety,benign,1,R_9bTZgIxUTHOBB65
u,2721.0,anxiety,benign,0,R_9bTZgIxUTHOBB65
r,785.0,depression,benign,1,R_9bTZgIxUTHOBB65
u,1047.0,positive,benign,0,R_9bTZgIxUTHOBB65
r,896.0,depression,benign,1,R_9bTZgIxUTHOBB65
r,1635.0,anxiety,threat,1,R_9bTZgIxUTHOBB65
r,810.0,anxiety,benign,1,R_9bTZgIxUTHOBB65
r,768.0,anxiety,benign,1,R_9bTZgIxUTHOBB65
u,1659.0,anxiety,threat,0,R_9bTZgIxUTHOBB65
r,1106.0,positive,threat,1,R_9bTZgIxUTHOBB65
u,182.5,depression,threat,0,R_9GEAlR8ckucpR5i
u,211.29999995231628,depression,benign,0,R_9GEAlR8ckucpR5i
u,225.0,positive,benign,0,R_9GEAlR8ckucpR5i
u,153.59999990463257,anxiety,threat,0,R_9GEAlR8ckucpR5i
u,218.5,anxiety,benign,0,R_9GEAlR8ckucpR5i
u,136.79999995231628,anxiety,benign,0,R_9GEAlR8ckucpR5i
u,116.69999980926514,depression,benign,0,R_9GEAlR8ckucpR5i
u,1924.3999998569489,positive,threat,0,R_9GEAlR8ckucpR5i
u,295.0,positive,benign,0,R_9GEAlR8ckucpR5i
u,115.20000004768372,depression,threat,0,R_9GEAlR8ckucpR5i
u,181.20000004768372,depression,threat,0,R_9GEAlR8ckucpR5i
u,135.90000009536743,depression,threat,0,R_9GEAlR8ckucpR5i
u,291.59999990463257,depression,threat,0,R_9GEAlR8ckucpR5i
u,164.79999995231628,depression,threat,0,R_9GEAlR8ckucpR5i
u,186.59999990463257,depression,threat,0,R_9GEAlR8ckucpR5i
u,105.70000004768372,positive,threat,0,R_9GEAlR8ckucpR5i
u,209.79999995231628,anxiety,threat,0,R_9GEAlR8ckucpR5i
u,197.0,depression,benign,0,R_9GEAlR8ckucpR5i
u,199.10000014305115,positive,threat,0,R_9GEAlR8ckucpR5i
u,160.5,anxiety,benign,0,R_9GEAlR8ckucpR5i
u,144.90000009536743,anxiety,benign,0,R_9GEAlR8ckucpR5i
u,161.60000014305115,positive,threat,0,R_9GEAlR8ckucpR5i
u,159.40000009536743,anxiety,threat,0,R_9GEAlR8ckucpR5i
u,155.20000004768372,positive,threat,0,R_9GEAlR8ckucpR5i
u,210.79999995231628,positive,benign,0,R_9GEAlR8ckucpR5i
r,87.90000009536743,anxiety,benign,1,R_9GEAlR8ckucpR5i
r,151.09999990463257,anxiety,threat,1,R_9GEAlR8ckucpR5i
r,123.09999990463257,depression,benign,1,R_9GEAlR8ckucpR5i
r,205.20000004768372,anxiety,benign,1,R_9GEAlR8ckucpR5i
r,159.40000009536743,depression,benign,1,R_9GEAlR8ckucpR5i
r,134.30000019073486,anxiety,benign,1,R_9GEAlR8ckucpR5i
r,138.59999990463257,positive,benign,1,R_9GEAlR8ckucpR5i
r,134.40000009536743,positive,threat,1,R_9GEAlR8ckucpR5i
r,150.09999990463257,depression,benign,1,R_9GEAlR8ckucpR5i
r,200.40000009536743,anxiety,benign,1,R_9GEAlR8ckucpR5i
r,144.0,positive,benign,1,R_9GEAlR8ckucpR5i
r,161.5,positive,threat,1,R_9GEAlR8ckucpR5i
r,159.5,positive,benign,1,R_9GEAlR8ckucpR5i
r,198.40000009536743,positive,threat,1,R_9GEAlR8ckucpR5i
r,233.40000009536743,positive,benign,1,R_9GEAlR8ckucpR5i
r,252.0,depression,benign,1,R_9GEAlR8ckucpR5i
r,213.79999995231628,positive,benign,1,R_9GEAlR8ckucpR5i
r,138.89999985694885,positive,threat,1,R_9GEAlR8ckucpR5i
r,170.89999985694885,depression,threat,1,R_9GEAlR8ckucpR5i
r,201.59999990463257,anxiety,threat,1,R_9GEAlR8ckucpR5i
r,161.0,anxiety,threat,1,R_9GEAlR8ckucpR5i
r,161.39999985694885,anxiety,benign,1,R_9GEAlR8ckucpR5i
r,294.09999990463257,depression,threat,1,R_9GEAlR8ckucpR5i
r,135.0,depression,benign,1,R_9GEAlR8ckucpR5i
r,134.20000004768372,depression,benign,1,R_9GEAlR8ckucpR5i
r,122.79999995231628,anxiety,threat,1,R_9GEAlR8ckucpR5i
r,167.0,anxiety,threat,1,R_9GEAlR8ckucpR5i
r,194.0,positive,benign,1,R_9GEAlR8ckucpR5i
r,93.69999980926514,anxiety,threat,1,R_9GEAlR8ckucpR5i
r,1637.5,positive,benign,1,R_95AaIqXMdbZ4Fhr
r,1449.6000000238419,anxiety,threat,1,R_95AaIqXMdbZ4Fhr
u,1619.3999999761581,depression,threat,0,R_95AaIqXMdbZ4Fhr
u,1659.5,depression,benign,0,R_95AaIqXMdbZ4Fhr
r,1367.9000000357628,positive,benign,1,R_95AaIqXMdbZ4Fhr
r,924.6000000238419,anxiety,threat,1,R_95AaIqXMdbZ4Fhr
u,964.8000000119209,positive,benign,0,R_95AaIqXMdbZ4Fhr
u,1054.4000000357628,anxiety,benign,0,R_95AaIqXMdbZ4Fhr
r,1044.8999999761581,depression,threat,1,R_95AaIqXMdbZ4Fhr
r,1006.8000000119209,anxiety,threat,1,R_95AaIqXMdbZ4Fhr
r,1023.3000000119209,positive,benign,1,R_95AaIqXMdbZ4Fhr
r,1140.4000000357628,anxiety,benign,1,R_95AaIqXMdbZ4Fhr
r,1120.8999999761581,positive,threat,1,R_95AaIqXMdbZ4Fhr
r,1316.6000000238419,depression,benign,1,R_95AaIqXMdbZ4Fhr
r,1027.0,positive,threat,1,R_95AaIqXMdbZ4Fhr
r,1601.2000000476837,positive,benign,1,R_95AaIqXMdbZ4Fhr
u,72.59999996423721,depression,threat,0,R_95AaIqXMdbZ4Fhr
u,1264.1000000238419,depression,threat,0,R_95AaIqXMdbZ4Fhr
u,1853.9000000357628,positive,threat,0,R_95AaIqXMdbZ4Fhr
u,63.19999998807907,positive,threat,0,R_95AaIqXMdbZ4Fhr
r,1377.5999999642372,anxiety,benign,1,R_95AaIqXMdbZ4Fhr
r,1428.5,depression,benign,1,R_95AaIqXMdbZ4Fhr
r,1229.199999988079,anxiety,threat,1,R_95AaIqXMdbZ4Fhr
r,1397.3999999761581,anxiety,threat,1,R_95AaIqXMdbZ4Fhr
u,1346.2000000476837,positive,threat,0,R_95AaIqXMdbZ4Fhr
u,1688.0999999642372,depression,threat,0,R_95AaIqXMdbZ4Fhr
r,973.9000000357628,depression,benign,1,R_95AaIqXMdbZ4Fhr
u,2443.2000000476837,positive,threat,0,R_95AaIqXMdbZ4Fhr
u,1480.8999999761581,positive,benign,0,R_95AaIqXMdbZ4Fhr
r,1546.3999999761581,anxiety,benign,1,R_95AaIqXMdbZ4Fhr
r,1668.5,depression,benign,1,R_95AaIqXMdbZ4Fhr
u,1810.800000011921,positive,threat,0,R_95AaIqXMdbZ4Fhr
u,1537.4000000357628,depression,threat,0,R_95AaIqXMdbZ4Fhr
r,1138.699999988079,anxiety,threat,1,R_95AaIqXMdbZ4Fhr
u,2228.699999988079,depression,threat,0,R_95AaIqXMdbZ4Fhr
u,1170.199999988079,positive,benign,0,R_95AaIqXMdbZ4Fhr
r,1243.3999999761581,depression,benign,1,R_95AaIqXMdbZ4Fhr
r,2863.0,anxiety,benign,1,R_95AaIqXMdbZ4Fhr
r,1131.4000000357628,depression,threat,1,R_95AaIqXMdbZ4Fhr
r,1639.8999999761581,positive,benign,1,R_95AaIqXMdbZ4Fhr
u,1510.300000011921,anxiety,threat,0,R_95AaIqXMdbZ4Fhr
r,1411.7999999523163,anxiety,threat,1,R_95AaIqXMdbZ4Fhr
r,1113.699999988079,anxiety,benign,1,R_95AaIqXMdbZ4Fhr
u,1026.8999999761581,positive,threat,0,R_95AaIqXMdbZ4Fhr
r,929.8000000119209,anxiety,benign,1,R_95AaIqXMdbZ4Fhr
r,2909.300000011921,depression,benign,1,R_95AaIqXMdbZ4Fhr
r,938.5,anxiety,threat,1,R_95AaIqXMdbZ4Fhr
r,874.8999999761581,positive,threat,1,R_95AaIqXMdbZ4Fhr
r,1550.699999988079,anxiety,benign,1,R_95AaIqXMdbZ4Fhr
r,1952.199999988079,depression,benign,1,R_95AaIqXMdbZ4Fhr
u,1469.0999999642372,anxiety,benign,0,R_95AaIqXMdbZ4Fhr
r,1602.1000000238419,depression,benign,1,R_4lPSocYI5nk7Coh
r,1954.5,depression,benign,1,R_4lPSocYI5nk7Coh
r,1757.3999999761581,positive,benign,1,R_4lPSocYI5nk7Coh
u,1734.6000000238419,positive,threat,0,R_4lPSocYI5nk7Coh
r,1148.699999988079,anxiety,threat,1,R_4lPSocYI5nk7Coh
u,1853.1000000238419,anxiety,benign,0,R_4lPSocYI5nk7Coh
r,1146.1000000238419,depression,benign,1,R_4lPSocYI5nk7Coh
u,872.8000000119209,positive,threat,0,R_4lPSocYI5nk7Coh
r,1990.199999988079,anxiety,threat,1,R_4lPSocYI5nk7Coh
u,926.6999999880791,positive,threat,0,R_4lPSocYI5nk7Coh
r,951.7999999523163,positive,benign,1,R_4lPSocYI5nk7Coh
r,647.1000000238419,positive,benign,1,R_4lPSocYI5nk7Coh
r,2276.100000023842,anxiety,threat,1,R_4lPSocYI5nk7Coh
r,1462.2000000476837,positive,benign,1,R_4lPSocYI5nk7Coh
r,1199.699999988079,depression,threat,1,R_4lPSocYI5nk7Coh
r,1633.199999988079,positive,threat,1,R_4lPSocYI5nk7Coh
r,979.1000000238419,depression,threat,1,R_4lPSocYI5nk7Coh
r,771.0,positive,benign,1,R_4lPSocYI5nk7Coh
r,1657.800000011921,depression,benign,1,R_4lPSocYI5nk7Coh
r,979.0,positive,benign,1,R_4lPSocYI5nk7Coh
r,1063.9000000357628,anxiety,benign,1,R_4lPSocYI5nk7Coh
r,964.5,anxiety,threat,1,R_4lPSocYI5nk7Coh
u,1365.8999999761581,anxiety,benign,0,R_4lPSocYI5nk7Coh
u,1326.7000000476837,depression,threat,0,R_4lPSocYI5nk7Coh
r,1159.0,anxiety,threat,1,R_4lPSocYI5nk7Coh
u,809.5,depression,threat,0,R_4lPSocYI5nk7Coh
r,1031.1000000238419,positive,threat,1,R_4lPSocYI5nk7Coh
r,505.4000000357628,positive,benign,1,R_4lPSocYI5nk7Coh
r,744.7000000476837,depression,benign,1,R_4lPSocYI5nk7Coh
r,653.7000000476837,depression,benign,1,R_4lPSocYI5nk7Coh
r,884.6999999880791,positive,threat,1,R_4lPSocYI5nk7Coh
u,1104.6000000238419,depression,threat,0,R_4lPSocYI5nk7Coh
r,634.7999999523163,depression,benign,1,R_4lPSocYI5nk7Coh
r,1686.4000000357628,anxiety,threat,1,R_4lPSocYI5nk7Coh
u,1261.5999999642372,positive,benign,0,R_4lPSocYI5nk7Coh
u,996.2999999523163,positive,benign,0,R_4lPSocYI5nk7Coh
r,962.0,anxiety,benign,1,R_4lPSocYI5nk7Coh
r,2008.1000000238419,anxiety,threat,1,R_4lPSocYI5nk7Coh
r,779.6999999880791,anxiety,benign,1,R_4lPSocYI5nk7Coh
r,1036.6000000238419,positive,threat,1,R_4lPSocYI5nk7Coh
u,1099.5,anxiety,threat,0,R_4lPSocYI5nk7Coh
r,603.5,depression,threat,1,R_4lPSocYI5nk7Coh
r,482.89999997615814,depression,benign,1,R_4lPSocYI5nk7Coh
r,2212.199999988079,depression,benign,1,R_4lPSocYI5nk7Coh
u,1389.4000000357628,depression,threat,0,R_4lPSocYI5nk7Coh
r,611.6999999880791,anxiety,benign,1,R_4lPSocYI5nk7Coh
r,577.0,positive,threat,1,R_4lPSocYI5nk7Coh
r,575.1000000238419,positive,threat,1,R_4lPSocYI5nk7Coh
r,635.3999999761581,anxiety,benign,1,R_4lPSocYI5nk7Coh
u,954.5999999642372,anxiety,benign,0,R_4lPSocYI5nk7Coh
u,1190.300000011921,anxiety,threat,0,R_4lPSocYI5nk7Coh
r,630.0,depression,threat,1,R_4lPSocYI5nk7Coh
r,728.3999999761581,anxiety,benign,1,R_4lPSocYI5nk7Coh
u,820.6999999880791,depression,threat,0,R_4lPSocYI5nk7Coh
r,878.3000000007451,depression,threat,1,R_4DYHJAe9FwcAbYM
r,1271.5,positive,benign,1,R_4DYHJAe9FwcAbYM
u,1640.7999999970198,anxiety,threat,0,R_4DYHJAe9FwcAbYM
r,1180.0,positive,threat,1,R_4DYHJAe9FwcAbYM
u,1112.5,positive,threat,0,R_4DYHJAe9FwcAbYM
u,2156.39999999851,depression,threat,0,R_4DYHJAe9FwcAbYM
r,1471.699999999255,depression,threat,1,R_4DYHJAe9FwcAbYM
u,1604.699999999255,positive,benign,0,R_4DYHJAe9FwcAbYM
r,882.4000000022352,anxiety,benign,1,R_4DYHJAe9FwcAbYM
u,1562.5999999977648,positive,threat,0,R_4DYHJAe9FwcAbYM
r,1313.300000000745,positive,benign,1,R_4DYHJAe9FwcAbYM
r,1482.7999999970198,anxiety,threat,1,R_4DYHJAe9FwcAbYM
u,880.6999999992549,positive,benign,0,R_4DYHJAe9FwcAbYM
r,713.6999999992549,positive,benign,1,R_4DYHJAe9FwcAbYM
r,1335.699999999255,anxiety,threat,1,R_4DYHJAe9FwcAbYM
u,2870.699999999255,anxiety,threat,0,R_4DYHJAe9FwcAbYM
u,1207.800000000745,depression,threat,0,R_4DYHJAe9FwcAbYM
r,1111.7000000029802,anxiety,benign,1,R_4DYHJAe9FwcAbYM
u,1447.199999999255,positive,threat,0,R_4DYHJAe9FwcAbYM
u,973.8999999985099,depression,threat,0,R_4DYHJAe9FwcAbYM
r,515.0,depression,benign,1,R_4DYHJAe9FwcAbYM
r,948.0,anxiety,benign,1,R_4DYHJAe9FwcAbYM
r,1396.800000000745,depression,threat,1,R_4DYHJAe9FwcAbYM
r,1566.5,anxiety,benign,1,R_4DYHJAe9FwcAbYM
r,1031.699999999255,depression,benign,1,R_4DYHJAe9FwcAbYM
u,1950.0,depression,benign,0,R_4DYHJAe9FwcAbYM
u,833.6999999992549,positive,threat,0,R_4DYHJAe9FwcAbYM
u,668.6999999992549,anxiety,threat,0,R_4DYHJAe9FwcAbYM
r,614.5999999977648,anxiety,benign,1,R_4DYHJAe9FwcAbYM
u,1201.9000000022352,depression,threat,0,R_4DYHJAe9FwcAbYM
u,1052.0,anxiety,threat,0,R_4DYHJAe9FwcAbYM
r,914.7000000029802,positive,benign,1,R_4DYHJAe9FwcAbYM
u,1298.699999999255,depression,benign,0,R_4DYHJAe9FwcAbYM
r,851.5999999977648,depression,benign,1,R_4DYHJAe9FwcAbYM
r,753.8000000007451,positive,threat,1,R_4DYHJAe9FwcAbYM
u,862.7000000029802,depression,threat,0,R_4DYHJAe9FwcAbYM
u,1113.6000000014901,positive,threat,0,R_4DYHJAe9FwcAbYM
u,1730.2000000029802,positive,threat,0,R_4DYHJAe9FwcAbYM
u,2251.900000002235,positive,threat,0,R_4DYHJAe9FwcAbYM
r,553.0999999977648,positive,benign,1,R_4DYHJAe9FwcAbYM
r,681.0,anxiety,benign,1,R_4DYHJAe9FwcAbYM
u,1011.6000000014901,anxiety,benign,0,R_4DYHJAe9FwcAbYM
r,812.6999999992549,depression,benign,1,R_4DYHJAe9FwcAbYM
r,1810.7999999970198,depression,threat,1,R_4DYHJAe9FwcAbYM
r,1410.5999999977648,anxiety,benign,1,R_4DYHJAe9FwcAbYM
r,1637.8999999985099,anxiety,threat,1,R_4DYHJAe9FwcAbYM
r,511.5,positive,benign,1,R_4DYHJAe9FwcAbYM
u,1013.7999999970198,depression,benign,0,R_4DYHJAe9FwcAbYM
r,640.5999999977648,depression,benign,1,R_4DYHJAe9FwcAbYM
r,1081.5,anxiety,threat,1,R_4DYHJAe9FwcAbYM
u,1186.5,anxiety,threat,0,R_4DYHJAe9FwcAbYM
r,706.0,positive,benign,1,R_4DYHJAe9FwcAbYM
r,1344.300000011921,depression,threat,1,R_4E1hPlVcrRYDEgI
r,1112.1000000238419,positive,threat,1,R_4E1hPlVcrRYDEgI
r,938.9000000357628,anxiety,threat,1,R_4E1hPlVcrRYDEgI
r,1038.800000011921,positive,benign,1,R_4E1hPlVcrRYDEgI
r,884.3999999761581,anxiety,benign,1,R_4E1hPlVcrRYDEgI
r,940.0999999642372,depression,benign,1,R_4E1hPlVcrRYDEgI
r,1316.1000000238419,positive,threat,1,R_4E1hPlVcrRYDEgI
r,726.0999999642372,depression,benign,1,R_4E1hPlVcrRYDEgI
r,753.6000000238419,anxiety,threat,1,R_4E1hPlVcrRYDEgI
r,780.3000000119209,anxiety,threat,1,R_4E1hPlVcrRYDEgI
r,820.1999999880791,anxiety,threat,1,R_4E1hPlVcrRYDEgI
r,710.5,anxiety,benign,1,R_4E1hPlVcrRYDEgI
r,614.0,depression,threat,1,R_4E1hPlVcrRYDEgI
r,1066.4000000357628,depression,threat,1,R_4E1hPlVcrRYDEgI
r,887.3999999761581,depression,threat,1,R_4E1hPlVcrRYDEgI
r,796.3999999761581,anxiety,benign,1,R_4E1hPlVcrRYDEgI
r,880.0999999642372,depression,benign,1,R_4E1hPlVcrRYDEgI
r,1085.5,depression,benign,1,R_4E1hPlVcrRYDEgI
